"id","linnworks_code","product_name","category","supplier","invoice_currency","landed_price_gbp","sp1_value_gbp","sp2_value_gbp","sp3_value_gbp","sale_price_gbp","landed_price_eur","sp1_value_eur","sp2_value_eur","sp3_value_eur","sale_price_euro","import_dates","error"
"4096","POUFFECUPASPNK4035","Pouffe Round - Knitted - Pastel Pink - 40 x 35 cm (SF1571)","Pouffes & Bean Bags","THREEANG","GBP","12.42","31.05","37.26","49.68","29.99","13.91","38.25","45.21","59.12","59.99",,
"4097","STOOLEDTART32RO","Stool - Edward Tartan Red Top - w/ Wooden Legs - 32cm - Round (SF1572)","Pouffes & Bean Bags","THREEANG","GBP","20.47","51.18","61.41","81.88","39.99","22.93","63.05","74.51","97.44","59.99",,
"4098","STOOLEDTART62RO","Stool - Edward Tartan Red Top - w/ Wooden Legs - 62cm - Round (SF1573)","Pouffes & Bean Bags","THREEANG","GBP","35.08","87.69","105.23","140.3","59.99","39.28","108.03","127.67","166.96","89.99",,
"4099","STOOLYELTART32RO","Stool - Grey & Yellow Check Top - w/ Wooden Legs - 32cm - Round (SF1574)","Pouffes & Bean Bags","THREEANG","GBP","20.47","51.18","61.41","81.88","39.99","22.93","63.05","74.51","97.44","59.99",,
"4100","STOOLYELTART62RO","Stool - Grey & Yellow Check Top - w/ Wooden Legs - 62cm - Round (SF1575)","Pouffes & Bean Bags","THREEANG","GBP","35.08","87.69","105.23","140.3","59.99","39.28","108.03","127.67","166.96","89.99",,
"4101","STOOLHIDE32RO","Stool - Hide Check Brown Top - w/ Wooden Legs - 32cm - Round (SF1576)","Pouffes & Bean Bags","THREEANG","GBP","33.93","84.81","101.78","135.7","59.99","38","104.49","123.49","161.48","89.99",,
"4102","STOOLJUTEBLK32RO","Stool - Jute Diamond Black Top - w/ Wooden Legs - 32cm - Round (SF1578)","Pouffes & Bean Bags","THREEANG","GBP","21.28","53.19","63.83","85.1","39.99","23.83","65.53","77.44","101.27","59.99",,
"4103","STOOLJUTEBLK62RO","Stool - Jute Diamond Black Top - w/ Wooden Legs - 62cm - Round (SF1577)","Pouffes & Bean Bags","THREEANG","GBP","34.5","86.25","103.5","138","59.99","38.64","106.26","125.58","164.22","89.99",,
"4104","STOOLKILIM32RO","Stool - Kilim Print Top - w/ Wooden Legs - 32cm - Round (SF1579)","Pouffes & Bean Bags","THREEANG","GBP","22.43","56.06","67.28","89.7","39.99","25.12","69.07","81.63","106.74","59.99",,
"4105","STOOLKILIM62RO","Stool - Kilim Print Top - w/ Wooden Legs - 62cm - Round (SF1580)","Pouffes & Bean Bags","THREEANG","GBP","37.38","93.44","112.13","149.5","59.99","41.86","115.12","136.05","177.91","89.99",,
"4106","STOOLKNITBLK32RO","Stool - Knitted Top - w/ Wooden Legs - Black - 32cm - Round (SF1581)","Pouffes & Bean Bags","THREEANG","GBP","22.54","56.35","67.62","90.16","39.99","25.24","69.42","82.05","107.29","59.99",,
"4107","STOOLKNITBLK62RO","Stool - Knitted Top - w/ Wooden Legs - Black - 62cm - Round (SF1582)","Pouffes & Bean Bags","THREEANG","GBP","37.66","94.16","112.99","150.65","59.99","42.18","116","137.09","179.27","89.99",,
"4108","STOOLKNITGRY32RO","Stool - Knitted Top - w/ Wooden Legs - Grey - 32cm - Round (SF1583)","Pouffes & Bean Bags","THREEANG","GBP","18.23","45.57","54.68","72.91","39.99","20.41","56.14","66.35","86.76","59.99",,
"4109","STOOLKNITGRY62RO","Stool - Knitted Top - w/ Wooden Legs - Grey - 62cm - Round (SF1584)","Pouffes & Bean Bags","THREEANG","GBP","37.66","94.16","112.99","150.65","59.99","42.18","116","137.09","179.27","89.99",,
"4110","STOOLKNITOFFWHT32RO","Stool - Knitted Top - w/ Wooden Legs - Off White - 32cm - Round (SF1585)","Pouffes & Bean Bags","THREEANG","GBP","18.29","45.71","54.86","73.14","39.99","20.48","56.32","66.56","87.04","59.99",,
"4111","STOOLKNITOFFWHT62RO","Stool - Knitted Top - w/ Wooden Legs - Off White - 62cm - Round (SF1586)","Pouffes & Bean Bags","THREEANG","GBP","34.73","86.83","104.19","138.92","59.99","38.9","106.97","126.42","165.31","89.99",,
"4112","STOOLKNITPASBLU32RO","Stool - Knitted Top - w/ Wooden Legs - Pastel Blue - 32cm - Round (SF1587)","Pouffes & Bean Bags","THREEANG","GBP","18.23","45.57","54.68","72.91","39.99","20.41","56.14","66.35","86.76","59.99",,
"4113","STOOLKNITPASBLU62RO","Stool - Knitted Top - w/ Wooden Legs - Pastel Blue - 62cm - Round (SF1588)","Pouffes & Bean Bags","THREEANG","GBP","34.39","85.96","103.16","137.54","59.99","38.51","105.91","125.16","163.67","89.99",,
"4114","STOOLKNITPASPNK32RO","Stool - Knitted Top - w/ Wooden Legs - Pastel Pink - 32cm - Round (SF1589)","Pouffes & Bean Bags","THREEANG","GBP","18.23","45.57","54.68","72.91","39.99","20.41","56.14","66.35","86.76","59.99",,
"4115","STOOLKNITPASPNK62RO","Stool - Knitted Top - w/ Wooden Legs - Pastel Pink - 62cm - Round (SF1590)","Pouffes & Bean Bags","THREEANG","GBP","34.39","85.96","103.16","137.54","59.99","38.51","105.91","125.16","163.67","89.99",,
"4116","STOOLKNITRED32RO","Stool - Knitted Top - w/ Wooden Legs - Red - 32cm - Round (SF1591)","Pouffes & Bean Bags","THREEANG","GBP","19.55","48.88","58.65","78.2","39.99","21.9","60.21","71.16","93.06","59.99",,
"4117","STOOLKNITRED62RO","Stool - Knitted Top - w/ Wooden Legs - Red - 62cm - Round (SF1592)","Pouffes & Bean Bags","THREEANG","GBP","34.39","85.96","103.16","137.54","59.99","38.51","105.91","125.16","163.67","89.99",,
"4118","STOOLKNITYEL32RO","Stool - Knitted Top - w/ Wooden Legs - Yellow - 32cm - Round (SF1593)","Pouffes & Bean Bags / Discontinued","THREEANG","GBP","18.23","45.57","54.68","72.91","39.99","20.41","56.14","66.35","86.76","59.99",,
"4119","STOOLKNITYEL62RO","Stool - Knitted Top - w/ Wooden Legs - Yellow - 62cm - Round (SF1594)","Pouffes & Bean Bags / Discontinued","THREEANG","GBP","37.66","94.16","112.99","150.65","59.99","42.18","116","137.09","179.27","89.99",,
"4120","INSERTDFDPP","Insert - Duck Feather and Down - Pillow Pair (1000ex)","PRODUCTION","THREEANG","GBP","0.08","0.2","0.24","0.32",,"0.09","0.25","0.29","0.38",,,
"4121","INSERTGDP","Insert - Goose Down - Pillow (1000ex)","PRODUCTION","THREEANG","GBP","0.09","0.23","0.28","0.37",,"0.1","0.28","0.33","0.44",,,
"4122","INSERTGFDPP","Insert - Goose Feather and Down - Pillow Pair (1000ex)","PRODUCTION","THREEANG","GBP","0.06","0.14","0.17","0.23",,"0.06","0.18","0.21","0.27",,,
"4123","INSERTMFKS","Insert - Microfibre - King Size - Pillow - 19 x 36 (1000ex)","PRODUCTION","THREEANG","GBP","0","0","0","0",,"0","0","0","0",,,
"4124","INSERTMFPP","Insert - Microfibre - Pillow - Pair (1000ex)","PRODUCTION","THREEANG","GBP","0.06","0.14","0.17","0.23",,"0.06","0.18","0.21","0.27",,,
"4125","INSERTMFVS","Insert - Microfibre - V Shaped- Pillow (1000ex)","PRODUCTION","THREEANG","GBP","0","0","0","0",,"0","0","0","0",,,
"4126","PILBAGFEATH","Pillow Bag - Feather","PRODUCTION","KINGSUN/JINLIFA","USD","0.61","1.53","1.84","2.45",,"0.69","1.9","2.25","2.94",,,
"4127","PILBAGMF","Pillow Bag - Microfibre","PRODUCTION","KINGSUN/JINLIFA","USD","0.87","2.19","2.62","3.5",,"0.99","2.72","3.21","4.2",,,
"4128","COTSHELLMUSIC19X29","Shell - 233TC Cotton  - Music Pillow - 19 x 29""","PRODUCTION","KINGSUN/JINLIFA","USD","1.08","2.69","3.23","4.3",,"1.22","3.35","3.95","5.17",,,
"4129","COTSHELLMUSIC26X26","Shell - 233TC Cotton  - Music Pillow - 26 x 26""","PRODUCTION","KINGSUN/JINLIFA","USD","0","0","0","0",,"0","0","0","0",,,
"4130","COTSHELL29X29","Shell - 233TC Cotton  - Pillow - 19 x 29""","PRODUCTION","HOMESCAPESUK","GBP","0","0","0","0",,"0","0","0","0",,,
"4131","COTSHELLKIDS","Shell - 233TC Cotton  - Pillow - Kids","PRODUCTION","KINGSUN/JINLIFA","USD","0.74","1.86","2.23","2.97",,"0.84","2.31","2.73","3.57",,,
"4132","COTBOLSHELL12X3.5","Shell - 233TC Cotton - Bolster - 12 x 3.5""","PRODUCTION","KINGSUN/JINLIFA","USD","0.69","1.73","2.07","2.76",,"0.78","2.15","2.54","3.32",,,
"4133","COTBOLSHELL16X6","Shell - 233TC Cotton - Bolster - 16 x 6""","PRODUCTION","KINGSUN/JINLIFA","USD","0.86","2.14","2.57","3.43",,"0.97","2.67","3.15","4.12",,,
"4134","COTBOLSHELL18X8","Shell - 233TC Cotton - Bolster - 18 x 8""","PRODUCTION","KINGSUN/JINLIFA","USD","0.9","2.25","2.7","3.6",,"1.02","2.8","3.31","4.33",,,
"4135","COTBOLSHELL7X12","Shell - 233TC Cotton - Bolster - 7 x 12""","PRODUCTION","KINGSUN/JINLIFA","USD","0.81","2.03","2.44","3.25",,"0.92","2.53","2.99","3.91",,,
"4136","COTSHELL12X12","Shell - 233TC Cotton - Cushion - 12 x 12""","PRODUCTION","KINGSUN/JINLIFA","USD","0.44","1.09","1.31","1.75",,"0.49","1.36","1.61","2.1",,,
"4137","COTSHELL12X16","Shell - 233TC Cotton - Cushion - 12 x 16""","PRODUCTION","KINGSUN/JINLIFA","USD","0.49","1.22","1.47","1.96",,"0.55","1.52","1.8","2.35",,,
"4138","COTSHELL12X20","Shell - 233TC Cotton - Cushion - 12 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.59","1.46","1.76","2.34",,"0.66","1.82","2.15","2.82",,,
"4139","COTSHELL14X14","Shell - 233TC Cotton - Cushion - 14 x 14""","PRODUCTION","KINGSUN/JINLIFA","USD","0.49","1.22","1.47","1.96",,"0.55","1.52","1.8","2.35",,,
"4140","COTSHELL14X20","Shell - 233TC Cotton - Cushion - 14 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.61","1.53","1.84","2.45",,"0.69","1.9","2.25","2.94",,,
"4141","COTSHELL16X16","Shell - 233TC Cotton - Cushion - 16 x 16""","PRODUCTION","KINGSUN/JINLIFA","USD","0.61","1.53","1.84","2.45",,"0.69","1.9","2.25","2.94",,,
"4142","COTSHELL18X18","Shell - 233TC Cotton - Cushion - 18 x 18""","PRODUCTION","KINGSUN/JINLIFA","USD","0.76","1.9","2.28","3.04",,"0.86","2.37","2.8","3.66",,,
"4143","COTSHELL20X20","Shell - 233TC Cotton - Cushion - 20 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.86","2.14","2.57","3.43",,"0.97","2.67","3.15","4.12",,,
"4144","COTSHELL22X22","Shell - 233TC Cotton - Cushion - 22 x 22""","PRODUCTION","KINGSUN/JINLIFA","USD","0.94","2.36","2.83","3.78",,"1.07","2.94","3.47","4.54",,,
"4145","COTSHELL24X24","Shell - 233TC Cotton - Cushion - 24 x 24""","PRODUCTION","KINGSUN/JINLIFA","USD","1.14","2.84","3.41","4.54",,"1.29","3.54","4.18","5.46",,,
"4146","COTSHELL26X26","Shell - 233TC Cotton - Cushion - 26 x 26""","PRODUCTION","KINGSUN/JINLIFA","USD","1.26","3.15","3.78","5.03",,"1.42","3.92","4.63","6.05",,,
"4147","COTSHELL28X28","Shell - 233TC Cotton - Cushion - 28 x 28""","PRODUCTION","KINGSUN/JINLIFA","USD","1.49","3.71","4.46","5.94",,"1.68","4.62","5.46","7.15",,,
"4148","COTSHELL32X32","Shell - 233TC Cotton - Cushion - 32 x 32""","PRODUCTION","KINGSUN/JINLIFA","USD","1.85","4.63","5.56","7.41",,"2.1","5.77","6.81","8.91",,,
"4149","COTSHELL36X36","Shell - 233TC Cotton - Cushion - 36 x 36""","PRODUCTION","KINGSUN/JINLIFA","USD","2.13","5.33","6.4","8.53",,"2.41","6.64","7.84","10.26",,,
"4150","COTSHELL1632","Shell - 233TC Cotton - Pillow - 16 x 32""","PRODUCTION","KINGSUN/JINLIFA","USD","1.01","2.51","3.02","4.02",,"1.14","3.13","3.7","4.83",,,
"4151","COTSHELLVSHAPE","Shell - 233TC Cotton - V Shape","PRODUCTION","KINGSUN/JINLIFA","USD","1.73","4.33","5.19","6.92",,"1.96","5.39","6.36","8.32",,,
"4152","AIRFLOWSHELL","Shell - Air Flow Breathable Side Sleeper Gusseted Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","1.71","4.28","5.14","6.85",,"1.94","5.33","6.3","8.24",,,
"4153","HYGPLUSSHELL","Shell - Hygiene Plus Anti Bacterial Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","0.74","1.86","2.23","2.97",,"0.84","2.31","2.73","3.57",,,
"4154","MEMCORESHELL","Shell - Memory Foam Core Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","4.11","10.27","12.32","16.43",,"4.65","12.78","15.11","19.76",,,
"4155","MFSHELLMUSIC19X29","Shell - Microfibre  - Music Pillow - 19 x 29""","PRODUCTION","HOMESCAPESUK","GBP","0","0","0","0",,"0","0","0","0",,,
"4156","MFSHELLMUSIC26X26","Shell - Microfibre  - Music Pillow - 26 x 26""","PRODUCTION","HOMESCAPESUK","GBP","0","0","0","0",,"0","0","0","0",,,
"4157","MFSHELL1632","Shell - Microfibre  - Pillow - 16 x 32""","PRODUCTION","HOMESCAPESUK","GBP","0","0","0","0",,"0","0","0","0",,,
"4158","MFSHELL29X29","Shell - Microfibre  - Pillow - 19 x 29""","PRODUCTION","HOMESCAPESUK","GBP","0","0","0","0",,"0","0","0","0",,,
"4159","MFBOLSHELL12X3.5","Shell - Microfibre - Bolster - 12 x 3.5""","PRODUCTION","KINGSUN/JINLIFA","USD","0.57","1.42","1.7","2.27",,"0.64","1.77","2.09","2.73",,,
"4160","MFBOLSHELL16X6","Shell - Microfibre - Bolster - 16 x 6""","PRODUCTION","KINGSUN/JINLIFA","USD","0.66","1.64","1.97","2.62",,"0.74","2.04","2.41","3.15",,,
"4161","MFBOLSHELL18X8","Shell - Microfibre - Bolster - 18 x 8""","PRODUCTION","KINGSUN/JINLIFA","USD","0","0","0","0",,"0","0","0","0",,,
"4162","MFBOLSHELL7X12","Shell - Microfibre - Bolster - 7 x 12""","PRODUCTION","KINGSUN/JINLIFA","USD","0.7","1.75","2.1","2.8",,"0.79","2.18","2.57","3.36",,,
"4163","MFSHELL12X12","Shell - Microfibre - Cushion - 12 x 12""","PRODUCTION","KINGSUN/JINLIFA","USD","0.31","0.79","0.94","1.26",,"0.36","0.98","1.16","1.51",,,
"4164","MFSHELL12X16","Shell - Microfibre - Cushion - 12 x 16""","PRODUCTION","KINGSUN/JINLIFA","USD","0.38","0.96","1.15","1.54",,"0.44","1.2","1.41","1.85",,,
"4165","MFSHELL12X20","Shell - Microfibre - Cushion - 12 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.42","1.05","1.26","1.68",,"0.47","1.31","1.54","2.02",,,
"4166","MFSHELL14X14","Shell - Microfibre - Cushion - 14 x 14""","PRODUCTION","KINGSUN/JINLIFA","USD","0.38","0.96","1.15","1.54",,"0.44","1.2","1.41","1.85",,,
"4167","MFSHELL14X20","Shell - Microfibre - Cushion - 14 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.44","1.09","1.31","1.75",,"0.49","1.36","1.61","2.1",,,
"4168","MFSHELL16X16","Shell - Microfibre - Cushion - 16 x 16""","PRODUCTION","KINGSUN/JINLIFA","USD","0.44","1.09","1.31","1.75",,"0.49","1.36","1.61","2.1",,,
"4169","MFSHELL18X18","Shell - Microfibre - Cushion - 18 x 18""","PRODUCTION","THREEANG","GBP","0.63","1.58","1.9","2.53",,"0.71","1.95","2.3","3.01",,,
"4170","MFSHELL20X20","Shell - Microfibre - Cushion - 20 x 20""","PRODUCTION","KINGSUN/JINLIFA","USD","0.56","1.4","1.68","2.24",,"0.63","1.74","2.06","2.69",,,
"4171","MFSHELL22X22","Shell - Microfibre - Cushion - 22 x 22""","PRODUCTION","KINGSUN/JINLIFA","USD","0.62","1.55","1.86","2.48",,"0.7","1.93","2.28","2.98",,,
"4172","MFSHELL24X24","Shell - Microfibre - Cushion - 24 x 24""","PRODUCTION","KINGSUN/JINLIFA","USD","0.75","1.88","2.25","3.01",,"0.85","2.34","2.76","3.61",,,
"4173","MFSHELL26X26","Shell - Microfibre - Cushion - 26 x 26""","PRODUCTION","KINGSUN/JINLIFA","USD","0.82","2.05","2.46","3.29",,"0.93","2.56","3.02","3.95",,,
"4174","MFSHELL32X32","Shell - Microfibre - Cushion - 32 x 32""","PRODUCTION","KINGSUN/JINLIFA","USD","1.19","2.97","3.57","4.75",,"1.35","3.7","4.37","5.72",,,
"4175","MFSHELL36X36","Shell - Microfibre - Cushion - 36 x 36""","PRODUCTION","KINGSUN/JINLIFA","USD","1.52","3.8","4.56","6.08",,"1.72","4.73","5.59","7.31",,,
"4176","MFSHELLHEART12","Shell - Microfibre - HEART - Cushion - 12""","PRODUCTION","THREEANG","GBP","0.86","2.16","2.59","3.45",,"0.97","2.66","3.14","4.11",,,
"4177","MFSHELLHEART16","Shell - Microfibre - HEART - Cushion - 16""","PRODUCTION","THREEANG","GBP","0.92","2.3","2.76","3.68",,"1.03","2.83","3.35","4.38",,,
"4178","MFSHELLHEART18","Shell - Microfibre - HEART - Cushion - 18""","PRODUCTION","THREEANG","GBP","1.04","2.59","3.11","4.14",,"1.16","3.19","3.77","4.93",,,
"4179","MFSHELLRND16","Shell - Microfibre - ROUND - Cushion - 16""","PRODUCTION","THREEANG","GBP","0.92","2.3","2.76","3.68",,"1.03","2.83","3.35","4.38",,,
"4180","MFSHELLRND18","Shell - Microfibre - ROUND - Cushion - 18""","PRODUCTION","THREEANG","GBP","0.98","2.44","2.93","3.91",,"1.09","3.01","3.56","4.65",,,
"4181","MFSHELLRND20","Shell - Microfibre - ROUND - Cushion - 20""","PRODUCTION","THREEANG","GBP","1.15","2.88","3.45","4.6",,"1.29","3.54","4.19","5.47",,,
"4182","MFSHELLVSHAPE","Shell - Microfibre - V Shape","PRODUCTION","KINGSUN/JINLIFA","USD","1.25","3.12","3.75","5",,"1.41","3.89","4.6","6.01",,,
"4183","ALOESHELL","Shell - Natural Aloe Vera Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","1.27","3.17","3.8","5.07",,"1.43","3.94","4.66","6.09",,,
"4184","ORGSHELL12","Shell - Organic Cotton - Cushion - 12 x 12""","PRODUCTION","SOUTHIND","EUR","0.35","0.87","1.04","1.39",,"0.39","1.08","1.27","1.66",,,
"4185","ORGSHELL12X14","Shell - Organic Cotton - Cushion - 12 x 14""","PRODUCTION","SOUTHIND","EUR","0.37","0.92","1.11","1.47",,"0.41","1.14","1.35","1.76",,,
"4186","ORGSHELL14X20","Shell - Organic Cotton - Cushion - 14 x 20""","PRODUCTION","SOUTHIND","EUR","0.51","1.28","1.54","2.05",,"0.58","1.58","1.87","2.44",,,
"4187","ORGSHELL16","Shell - Organic Cotton - Cushion - 16 x 16""","PRODUCTION","SOUTHIND","EUR","0.51","1.28","1.54","2.05",,"0.58","1.58","1.87","2.44",,,
"4188","ORGSHELL18","Shell - Organic Cotton - Cushion - 18 x 18""","PRODUCTION","SOUTHIND","EUR","0.53","1.33","1.6","2.13",,"0.6","1.64","1.94","2.54",,,
"4189","ORGSHELL20","Shell - Organic Cotton - Cushion - 20 x 20""","PRODUCTION","SOUTHIND","EUR","0.67","1.66","2","2.66",,"0.75","2.06","2.43","3.18",,,
"4190","ORGSHELL24","Shell - Organic Cotton - Cushion - 24 x 24""","PRODUCTION","SOUTHIND","EUR","0.94","2.35","2.82","3.77",,"1.06","2.91","3.44","4.5",,,
"4191","ORGSHELL26","Shell - Organic Cotton - Cushion - 26 x 26""","PRODUCTION","SOUTHIND","EUR","0.97","2.43","2.92","3.89",,"1.09","3","3.55","4.64",,,
"4192","ORGSHELLPILL","Shell - Organic Cotton - Pillow - 19 x 29""","PRODUCTION","SOUTHIND","EUR","0.94","2.35","2.82","3.77",,"1.06","2.91","3.44","4.5",,,
"4193","USHELL","Shell - Pregnancy/Nursing Comfort U Shaped Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","1.63","4.06","4.88","6.5",,"1.84","5.06","5.98","7.82",,,
"4194","STRESSSHELL","Shell - Stress Relief Microfibre Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","0.77","1.92","2.31","3.08",,"0.87","2.39","2.83","3.7",,,
"4195","SPEAKER","Speaker - Music Pillow","PRODUCTION","KINGSUN/JINLIFA","USD","0.04","0.11","0.13","0.17",,"0.05","0.14","0.16","0.21",,,
"4196","COTRUGRNDBLK150","Rug - Cotton - Black - 150 cm Round (RU1238B)","Rugs","THREEANG","GBP","28.08","63.18","70.2","112.32","59.99","31.45","78.62","86.49","133.66","89.99",,
"4197","COTRUGRNDBLK70","Rug - Cotton - Black - 70 cm Round (RU1238A)","Rugs","THREEANG","GBP","5.73","12.9","14.33","22.93","14.99","6.42","16.05","17.66","27.29","19.99",,
"4198","COTRUGRNDBLU150","Rug - Cotton - Blue - 150 cm Round (RU1235B)","Rugs","THREEANG","GBP","28.08","63.18","70.2","112.32","59.99","31.45","78.62","86.49","133.66","89.99",,
"4199","COTRUGRNDBLU70","Rug - Cotton - Blue - 70 cm Round (RU1235A)","Rugs","THREEANG","GBP","6.26","14.08","15.65","25.04","14.99","7.01","17.53","19.28","29.8","19.99",,
"4200","COTRUGRNDCRE150","Rug - Cotton - Cream - 150 cm Round (RU1233B)","Rugs","THREEANG","GBP","25.74","57.92","64.35","102.96","59.99","28.83","72.07","79.28","122.52","89.99",,
"4201","COTRUGRNDCRE70","Rug - Cotton - Cream - 70 cm Round (RU1233A)","Rugs","THREEANG","GBP","7.02","15.8","17.55","28.08","14.99","7.86","19.66","21.62","33.42","19.99",,
"4202","COTRUGRNDGRN150","Rug - Cotton - Green - 150 cm Round (RU1236B)","Rugs","THREEANG","GBP","24.92","56.07","62.3","99.68","59.99","27.91","69.78","76.76","118.62","89.99",,
"4203","COTRUGRNDGRN70","Rug - Cotton - Green - 70 cm Round (RU1236A)","Rugs","THREEANG","GBP","6.26","14.08","15.65","25.04","14.99","7.01","17.53","19.28","29.8","19.99",,
"4204","COTRUGRNDGRY150","Rug - Cotton - Grey - 150 cm Round (RU1237B)","Rugs","THREEANG","GBP","24.92","56.07","62.3","99.68","59.99","27.91","69.78","76.76","118.62","89.99",,
"4205","COTRUGRNDGRY70","Rug - Cotton - Grey - 70 cm Round (RU1237A)","Rugs","THREEANG","GBP","6.26","14.08","15.65","25.04","14.99","7.01","17.53","19.28","29.8","19.99",,
"4206","COTRUGRNDRED150","Rug - Cotton - Red - 150 cm Round (RU1234B)","Rugs","THREEANG","GBP","28.08","63.18","70.2","112.32","59.99","31.45","78.62","86.49","133.66","89.99",,
"4207","COTRUGRNDRED70","Rug - Cotton - Red - 70 cm Round (RU1234A)","Rugs","THREEANG","GBP","7.02","15.8","17.55","28.08","14.99","7.86","19.66","21.62","33.42","19.99",,
"4208","RUSOLCHENBLK110","Rug - Cotton Chenille Solid - Black - 110 x 170 cm (RU1162E)","Rugs/Discontinued","THREEANG","GBP","15.03","33.83","37.59","60.14","34.99","16.84","42.1","46.31","71.56","44.99",,
"4209","RUSOLCHENBLK45","Rug - Cotton Chenille Solid - Black - 45 x 70 cm (RU1162A)","Rugs/Discontinued","THREEANG","GBP","1.93","4.34","4.83","7.72","5.99","2.16","5.41","5.95","9.19","7.99",,
"4210","RUSOLCHENBLK60","Rug - Cotton Chenille Solid - Black - 60 x 100 cm (RU1162B)","Rugs/Discontinued","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4211","RUSOLCHENBLK66","Rug - Cotton Chenille Solid - Black - 66 x 200 cm (RU1162C)","Rugs/Discontinued","THREEANG","GBP","8.07","18.16","20.18","32.29","24.99","9.04","22.6","24.86","38.43","34.99",,
"4212","RUSOLCHENBLK90","Rug - Cotton Chenille Solid - Black - 90 x 150 cm (RU1162D)","Rugs/Discontinued","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4213","RUSOLCHENBLU110","Rug - Cotton Chenille Solid - Blue - 110 x 170 cm (RU1159E)","Rugs/Discontinued","THREEANG","GBP","15.03","33.83","37.59","60.14","34.99","16.84","42.1","46.31","71.56","44.99",,
"4214","RUSOLCHENBLU45","Rug - Cotton Chenille Solid - Blue - 45 x 70 cm (RU1159A)","Rugs/Discontinued","THREEANG","GBP","2.52","5.66","6.29","10.06","5.99","2.82","7.04","7.75","11.97","7.99",,
"4215","RUSOLCHENBLU60","Rug - Cotton Chenille Solid - Blue - 60 x 100 cm (RU1159B)","Rugs/Discontinued","THREEANG","GBP","4.27","9.61","10.68","17.08","11.99","4.78","11.96","13.15","20.33","14.99",,
"4216","RUSOLCHENBLU66","Rug - Cotton Chenille Solid - Blue - 66 x 200 cm (RU1159C)","Rugs/Discontinued","THREEANG","GBP","10.53","23.69","26.33","42.12","24.99","11.79","29.48","32.43","50.12","34.99",,
"4217","RUSOLCHENBLU90","Rug - Cotton Chenille Solid - Blue - 90 x 150 cm (RU1159D)","Rugs/Discontinued","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4218","RUSOLCHENCER110","Rug - Cotton Chenille Solid - Cerise - 110 x 170 cm (RU1160E)","Rugs/Discontinued","THREEANG","GBP","15.03","33.83","37.59","60.14","34.99","16.84","42.1","46.31","71.56","44.99",,
"4219","RUSOLCHENCER45","Rug - Cotton Chenille Solid - Cerise - 45 x 70 cm (RU1160A)","Rugs/Discontinued","THREEANG","GBP","2.52","5.66","6.29","10.06","5.99","2.82","7.04","7.75","11.97","7.99",,
"4220","RUSOLCHENCER60","Rug - Cotton Chenille Solid - Cerise - 60 x 100 cm (RU1160B)","Rugs/Discontinued","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4221","RUSOLCHENCER66","Rug - Cotton Chenille Solid - Cerise - 66 x 200 cm (RU1160C)","Rugs/Discontinued","THREEANG","GBP","10.53","23.69","26.33","42.12","24.99","11.79","29.48","32.43","50.12","34.99",,
"4222","RUSOLCHENCER90","Rug - Cotton Chenille Solid - Cerise - 90 x 150 cm (RU1160D)","Rugs/Discontinued","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4223","RUSOLCHENCHOC110","Rug - Cotton Chenille Solid - Chocolate - 110 x 170 cm (RU1164E)","Rugs/Discontinued","THREEANG","GBP","11.41","25.67","28.52","45.63","34.99","12.78","31.94","35.14","54.3","44.99",,
"4224","RUSOLCHENCHOC45","Rug - Cotton Chenille Solid - Chocolate - 45 x 70 cm (RU1164A)","Rugs/Discontinued","THREEANG","GBP","2.52","5.66","6.29","10.06","5.99","2.82","7.04","7.75","11.97","7.99",,
"4225","RUSOLCHENCHOC60","Rug - Cotton Chenille Solid - Chocolate - 60 x 100 cm (RU1164B)","Rugs/Discontinued","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4226","RUSOLCHENCHOC66","Rug - Cotton Chenille Solid - Chocolate - 66 x 200 cm (RU1164C)","Rugs/Discontinued","THREEANG","GBP","10.53","23.69","26.33","42.12","24.99","11.79","29.48","32.43","50.12","34.99",,
