"id","web_sku","linnworks_code","web_price_uk","web_sale_price_uk","web_price_fr","web_sale_price_fr","web_price_de","web_sale_price_de","web_price_dm","web_sale_price_dm","web_price_tesco","web_sale_price_tesco"
"856","MP1118D","FLMATPRO-K","39.99","24.99","49.99","34.99","49.99","34.99","39.99","29.9","39.99","24.99"
"857","MP1118A","FLMATPRO-S","24.99","15.99","34.99","21.99","34.99","21.99","24.99","19.9","24.99","15.99"
"858","MP1118B","FLMATPRO-SD","29.99","19.99","39.99","27.99","39.99","27.99","29.99","24.9","29.99","19.99"
"859","MP1118E","FLMATPRO-SK","44.99","29.99","59.99","44.99","59.99","44.99","44.99","34.9","44.99","29.99"
"860","MP1119C","FLUBLANK-D","14.99","7.99","19.99","11.99","19.99","11.99","14.99","11.99","14.99","7.99"
"861","MP1119A","FLUBLANK-S","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99","12.99","6.99"
"862","MP1119B","FLUBLANK-SD","14.99","7.99","19.99","11.99","19.99","11.99","14.99","11.99","14.99","7.99"
"863","MP1119E","FLUBLANK-SK","24.99","11.99","34.99","16.99","34.99","16.99","24.99","15.99","24.99","11.99"
"864","MP1102D","II-9KCF-TZ6L","139.99","69.99","189.99","99.99","189.99","99.99","139.99","74.9","139.99","69.99"
"865","MP1108E","K3-ISCK-JQ7E","22.99","14.99","29.99","19.99","29.99","19.99","22.99","19.9","22.99","14.99"
"866","MP1101C","K3-ZHKB-JQ64","79.99","39.99","109.99","54.99","109.99","54.99","79.99","44.9","79.99","39.99"
"867","MP1121B","MATTTOPDLIKE-K","49.99","14.99","64.99","19.99","64.99","19.99","49.99","19.9","49.99","14.99"
"868","MP1104C","MPROWPD","11.99","5.99","15.99","8.99","15.99","8.99","11.99","9.99","11.99","5.99"
"869","MP1104D","MPROWPK","14.99","6.99","19.99","9.99","19.99","9.99","14.99","10.99","14.99","6.99"
"870","MP1104A","MPROWPS","9.99","4.99","12.99","6.99","12.99","6.99","9.99","8.99","9.99","4.99"
"871","MP1104E","MPROWPSK","19.99","12.99","25.99","17.99","25.99","17.99","19.99","16.99","19.99","12.99"
"872","MP1108B","QUILTEDMP-SD","17.99","9.99","24.99","14.99","24.99","14.99","17.99","14.9","17.99","9.99"
"873","MP1114B","ORGQUILTED-D","44.99","23.99","59.99","34.99","59.99","34.99","44.99","27.99","44.99","23.99"
"874","MP1114C","ORGQUILTED-K","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.9","49.99","29.99"
"875","MP1114A","ORGQUILTED-S","39.99","19.99","52.99","29.99","52.99","29.99","39.99","24.9","39.99","19.99"
"876","MP1114D","ORGQUILTED-SK","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.9","59.99","34.99"
"877","MP1102B","PM-CB28-1UM6","99.99","49.99","134.99","69.99","134.99","69.99","99.99","54.9","99.99","49.99"
"878","MP1103B","PM-DD7N-1UME","44.99","23.99","59.99","34.99","59.99","34.99","44.99","27.99","44.99","23.99"
"879","MP1106","PPROWP1","6.99","3.99","9.99","5.49","9.99","5.49",,,"6.99","3.99"
"880","MP1109","QUILTPILL","9.99","4.99","14.99","6.99","14.99","6.99",,,"9.99","4.99"
"881","MP1105B","WPDUDOUBLE","17.99","11.99","24.99","16.99","24.99","16.99",,,"17.99","15.99"
"882","MP1104B","WPMATTPRO-SD","11.99","5.99","15.99","8.99","15.99","8.99","11.99","9.99","11.99","5.99"
"883","MP1120C","WPQUILMATPRO-D","24.99","16.99","32.99","24.99","32.99","24.99","24.99","19.99","24.99","16.99"
"884","MP1120D","WPQUILMATPRO-K","29.99","19.99","39.99","27.99","39.99","27.99","29.99","24.9","29.99","19.99"
"885","MP1120A","WPQUILMATPRO-S","17.99","12.99","24.99","16.99","24.99","16.99","17.99","15.99","17.99","12.99"
"886","MP1120B","WPQUILMATPRO-SD","24.99","16.99","32.99","24.99","32.99","24.99","24.99","19.99","24.99","16.99"
"887","MP1120E","WPQUILMATPRO-SK","34.99","22.99","49.99","32.99","49.99","32.99","34.99","27.9","34.99","22.99"
"888","MP1107C","WPTERRYMAT-D","17.99","12.99","24.99","17.99","24.99","17.99","17.99","15.99","17.99","12.99"
"889","MP1107D","WPTERRYMAT-K","22.99","15.99","29.99","22.99","29.99","22.99","22.99","19.99","22.99","15.99"
"890","MP1107A","WPTERRYMAT-S","14.99","9.99","19.99","14.99","19.99","14.99","14.99","12.99","14.99","9.99"
"891","MP1107B","WPTERRYMAT-SD","17.99","12.99","24.99","17.99","24.99","17.99","17.99","15.99","17.99","12.99"
"892","MP1107E","WPTERRYMAT-SK","29.99","19.99","39.99","27.99","39.99","27.99","29.99","24.9","29.99","19.99"
"893","MP1108C","XH-NJ1X-MLKV","17.99","9.99","24.99","14.99","24.99","14.99","17.99","14.9","17.99","9.99"
"894","MP1116C","ECOQMP-D","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99","12.99","6.99"
"895","MP1116A","ECOQMP-S","11.99","5.99","15.99","8.99","15.99","8.99","11.99","8.99","11.99","5.99"
"896","MP1108A","HQ-IY9R-H3Q5","14.99","7.99","19.99","11.99","19.99","11.99","14.99","10.99","14.99","7.99"
"897","DP1202","BAMPILLPOCKET","49.99","34.9","69.99","49.99","69.99","49.99","49.99","39.99",,"39.99"
"898","DP1203","BAMPILLQUILT","39.99","24.99","54.99","34.99","54.99","34.99","39.99","29.9",,"29.90"
"899","DP1221","BWHEATPIL","39.99","24.99","49.99","34.99","49.99","34.99","39.99","29.99",,"29.90"
"900","DP1150","D0-XCPS-BUS3","24.99","14.99","34.99","19.99","34.99","19.99","24.99","17.99",,"17.99"
"901","DP1153","DFDPILLOWPAIR","29.99","19.99","39.99","24.99","39.99","24.99","29.99","22.99",,"22.99"
"902","DP1193","FEPILL6","74.99","44.99","90.99","65.99","90.99","65.99","74.99","49.99",,"49.99"
"903","DP1165","DRULTMOULFOAM","69.99","26.99","89.99","34.99","89.99","34.99","69.99","29.99",,"29.99"
"904","DP1152","DUCKPILLOWKING","29.99","14.99","39.99","24.99","39.99","24.99","29.99","19.9",,"19.90"
"905","DP1194","DUPILLOW4","49.99","24.99","43.99","32.99","43.99","32.99","49.99","29.9",,"29.90"
"906","DP1158","DUPILLOWPAIR","49.99","24.99","64.99","39.99","64.99","39.99","49.99","29.9",,"29.90"
"907","DP1148","DOWNSORROUNDPILLOW","39.99","19.99","54.99","29.99","54.99","29.99","39.99","24.9",,"24.90"
"908","DP1147","DUCKDOWNPILLOW","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.9",,"39.90"
"909","DP1128","EXTRAFILLPILLOW","39.99","26.99","54.99","34.99","54.99","34.99","39.99","29.99",,"29.99"
"910","DP1149","FEPIVSHAPE","34.99","19.99","49.99","29.99","49.99","29.99","34.99","24.9",,"24.90"
"911","DP1205","GFDAIRFLOW","29.99","19.99","39.99","29.99","39.99","29.99","29.99","24.9",,"24.90"
"912","DP1206","GFDAIRFLOWEX","34.99","22.99","44.99","34.99","44.99","34.99","34.99","27.9",,"27.90"
"913","DP1213","GFDALOEPIL","39.99","22.99","54.99","29.99","54.99","29.99","39.99","24.99",,"24.99"
"914","DP1214","GFDALOEPILEX","39.99","22.99","44.99","31.99","44.99","31.99","39.99","24.99",,"24.99"
"915","DP1182","GFDCONTPILL26X26","39.99","24.99","54.99","29.99","54.99","29.99","39.99","29.99",,"29.99"
"916","DP1223","GFUSHAPE","34.99","22.99","44.99","34.99","44.99","34.99","34.99","27.9",,"27.90"
"917","DP1204","HEALTHFLWPILL","49.99","29.99","64.99","44.99","64.99","44.99","49.99","33.99",,"33.99"
"918","DP1187","HMFP2","24.99","14.99","34.99","19.99","34.99","19.99","24.99","18.99",,"18.99"
"919","DP1211","MANTIBAC","19.99","11.99","29.99","16.99","29.99","16.99","19.99","14.99",,"14.99"
"920","DP1212","MANTIBACEX","19.99","11.99","29.99","16.99","29.99","16.99","19.99","14.99",,"14.99"
"921","DP1209","MANTISTRESS","19.99","11.99","29.99","16.99","29.99","16.99","19.99","14.99",,"14.99"
"922","DP1210","MANTISTRESSEX","19.99","11.99","29.99","16.99","29.99","16.99","19.99","14.99",,"14.99"
"923","DP1200","MF0267UP","39.99","29.99","54.99","39.99","54.99","39.99","39.99","34.9",,"34.90"
"924","DP1207","MFAIRFLOW","29.99","19.99","49.99","29.99","49.99","29.99","29.99","22.99",,"22.99"
"925","DP1208","MFAIRFLOWEX","29.99","19.99","49.99","29.99","49.99","29.99","29.99","22.99",,"22.99"
"926","DP1215","MFALOWPIL","29.99","19.99","49.99","29.99","49.99","29.99","29.99","22.99",,"22.99"
"927","DP1216","MFALOWPILEX","29.99","19.99","49.99","29.99","49.99","29.99","29.99","22.99",,"22.99"
"928","DP1180","MFBODY","39.99","19.99","54.99","27.99","54.99","27.99","39.99","23.99",,"23.99"
"929","DP1195","MFCB88473UP","39.99","24.99","54.99","34.99","54.99","34.99","39.99","29.99",,"29.99"
"930","DP1196","MFDT82099UP","24.99","14.99","34.99","19.99","34.99","19.99","24.99","17.99",,"17.99"
"931","DP1160","MFKINGPILL","29.99","14.99","39.99","19.99","39.99","19.99","29.99","17.99",,"17.99"
"932","DP1162","MFPILLOWP","39.99","19.99","49.99","27.99","49.99","27.99","39.99","24.9",,"24.90"
"933","DP1163","MFPIVSHAPE","24.99","14.99","34.99","19.99","34.99","19.99","24.99","17.99",,"17.99"
"934","DP1161","MFSORROUNDPILLOW","19.99","12.99","29.99","19.99","29.99","19.99","19.99","14.99",,"14.99"
"935","DP1217","MFUSAHPE","19.99","14.99","34.99","19.99","34.99","19.99","19.99","17.99",,"17.99"
"936","DP1192","MPCONMFS","24.99","14.99","34.99","19.99","34.99","19.99","24.99","19.99",,"19.99"
"937","DP1189","MPFEM","29.99","14.99","34.99","19.99","34.99","19.99","29.99","17.99",,"17.99"
"938","DP1190","MPFES","34.99","17.99","39.99","19.99","39.99","19.99","34.99","21.99",,"21.99"
"939","DP1191","MPGFD","39.99","19.99","49.99","24.99","49.99","24.99","39.99","23.99",,"23.99"
"940","DP1151","PIDF46WHTQUILTA","39.99","24.99","54.99","34.99","54.99","34.99","39.99","27.99",,"27.99"
"941","DP1157","PIGFD1936WHT","39.99","22.99","54.99","34.99","54.99","34.99","39.99","24.99",,"24.99"
"942","DP1156","PIGFD1936WHTX2","74.99","39.99","99.99","54.99","99.99","54.99","74.99","44.99",,"44.99"
"943","DP1167","PIGREENWIPE","19.99","11.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"944","DP1146","PILMFBKIDS","19.99","11.99","29.99","16.99","29.99","16.99","19.99","14.99",,"14.99"
"945","DP1220","PLEATPIL","49.99","29.99","69.99","39.99","69.99","39.99","49.99","34.99",,"34.90"
"946","DP1222","QUIWHEATPIL","49.99","29.99","59.99","39.99","59.99","39.99","49.99","34.99",,"34.90"
"947","DP1219","SPRINGPIL","29.99","14.99","39.99","19.99","39.99","19.99","29.99","19.99",,"19.90"
"948","DP1226","WOOLQUILPIL4890","49.99","29.99","69.99","44.99","69.99","44.99","49.99","34.9",,"34.90"
"949","DP1225","WOOLQUIPIL4874","39.99","19.99","49.99","29.99","49.99","29.99","39.99","24.9",,"22.90"
"950","DP1218","ANTISNOPILL","16.99","9.99","21.99","14.99","21.99","14.99","16.99","14.9",,"14.90"
"951","DP1201","BAMPILLBOX","34.99","24.99","49.99","34.99","49.99","34.99","34.99","29.99",,"29.99"
"952","DP1159","MFHEIGHTPILLOW","39.99","21.99","49.99","29.99","49.99","29.99","39.99","24.99",,"24.99"
"953","DP1141","PILGFDKIDS","24.99","12.99","34.99","19.99","34.99","19.99","24.99","16.99",,"16.99"
"954","DP1183","PIORGANIC","24.99","12.99","34.99","19.99","34.99","19.99","24.99","16.99",,"16.99"
"955","DP1184","MPORGANIC","39.99","14.99","49.99","19.99","49.99","19.99",,,,"19.99"
"956","DP1185","MPCONORGANIC26","39.99","12.99","49.99","17.99","49.99","17.99",,,,"17.99"
"957","DP1168A","MPMFM","24.99","14.99","34.99","19.99","34.99","19.99","24.99","17.99",,"17.99"
"958","DP1168B","MPMFS","24.99","14.99","34.99","19.99","34.99","19.99","24.99","17.99",,"17.99"
"959","DP1154","KV-KXS9-WLPE","64.99","37.99","84.99","54.99","84.99","54.99","64.99","42.99",,"42.99"
"960","DP1155","GDPREMCONPI26","39.99","24.99","48.99","34.99","54.99","34.99",,,,"28.99"
"961","BL1131B","200DUCOVCREAMD","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"962","BL1131C","200DUCOVCREAMK","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"963","BL1131A","200DUCOVCREAMS","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"964","BL1131D","200DUCOVCREAMSK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"965","BL1136C","200DUCOVWHTK","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"966","BL1136A","200DUCOVWHTS","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"967","BL1136D","200DUCOVWHTSK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"968","BL1128B","200DUVETBLK-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"969","BL1128C","200DUVETBLK-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"970","BL1128D","200DUVETBLK-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"971","BL1128A","200DUVETBLK-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"972","BL1129B","200DUVETBLU-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"973","BL1129C","200DUVETBLU-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"974","BL1129D","200DUVETBLU-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"975","BL1130B","200DUVETCHOC-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"976","BL1130C","200DUVETCHOC-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"977","BL1130A","200DUVETCHOC-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"978","BL1130D","200DUVETCHOC-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"979","BL1132B","200DUVETPINK-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"980","BL1132C","200DUVETPINK-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"981","BL1132A","200DUVETPINK-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"982","BL1132D","200DUVETPINK-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"983","BL1133B","200DUVETPLUM-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"984","BL1133C","200DUVETPLUM-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"985","BL1133A","200DUVETPLUM-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"986","BL1133D","200DUVETPLUM-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"987","BL1134B","200DUVETRED-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"988","BL1134C","200DUVETRED-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"989","BL1134A","200DUVETRED-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"990","BL1134D","200DUVETRED-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"991","BL1135B","200DUVETTEAL-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"992","BL1135C","200DUVETTEAL-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"993","BL1135A","200DUVETTEAL-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"994","BL1135D","200DUVETTEAL-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"995","BL1305C","200DUVSETGRP-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"996","BL1305D","200DUVSETGRP-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"997","BL1297B","200DUVSETSGRY-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"998","BL1289B","200DUVSETNAV-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"999","BL1289C","200DUVSETNAV-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"1000","BL1289A","200DUVSETNAV-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"1001","BL1289D","200DUVSETNAV-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"1002","BL1297C","200DUVSETSGRY-K","54.99","39.99","74.99","49.99","74.99","49.99","54.99","44.99",,"44.99"
"1003","BL1297A","200DUVSETSGRY-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"1004","BL1297D","200DUVSETSGRY-SK","69.99","49.99","89.99","59.99","89.99","59.99","69.99","54.99",,"54.99"
"1005","BL1305B","200DUVSETGRP-D","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"1006","BL1305A","200DUVSETGRP-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"1007","BL1136B","200DUCOVWHTD","44.99","32.99","64.99","44.99","64.99","44.99","44.99","35.99",,"35.99"
"1008","BL1129A","200DUVETBLU-S","34.99","24.99","44.99","29.99","44.99","29.99","34.99","27.99",,"27.99"
"1009","BL1129E","200DUVETSETBLU155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1010","BL1129F","200DUVETSETBLU155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1011","BL1129G","200DUVETSETBLU240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1012","BL1130E","200DUVETSETCHO155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1013","BL1130F","200DUVETSETCHO155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1014","BL1130G","200DUVETSETCHO240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1015","BL1131E","200DUVETSETCRE155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1016","BL1131F","200DUVETSETCRE155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1017","BL1131G","200DUVETSETCRE240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1018","BL1132E","200DUVETSETPNK155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1019","BL1132F","200DUVETSETPNK155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1020","BL1132G","200DUVETSETPNK240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1021","BL1133E","200DUVETSETPLU155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1022","BL1133F","200DUVETSETPLU155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1023","BL1133G","200DUVETSETPLU240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1024","BL1134E","200DUVETSETRED155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1025","BL1134F","200DUVETSETRED155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1026","BL1134G","200DUVETSETRED240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1027","BL1135E","200DUVETSETTEA155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1028","BL1135F","200DUVETSETTEA155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1029","BL1135G","200DUVETSETTEA240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1030","BL1136E","200DUVETSETWHT155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1031","BL1136F","200DUVETSETWHT155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1032","BL1136G","200DUVETSETWHT240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1033","BL1128E","200DUVETSETBLK155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1034","BL1128F","200DUVETSETBLK155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1035","BL1128G","200DUVETSETBLK240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1036","BL1289E","200DUVSETNAV155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1037","BL1289F","200DUVSETNAV155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1038","BL1289G","200DUVSETNAV240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1039","BL1297E","200DUVSETSGRY155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1040","BL1297F","200DUVSETSGRY155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1041","BL1297G","200DUVSETSGRY240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1042","BL1305E","200DUVSETGRP155200","44.99","34.99","59.99","39.99","59.99","39.99","44.99","39.99",,"39.99"
"1043","BL1305F","200DUVSETGRP155220","54.99","39.99","69.99","45.99","69.99","45.99","54.99","44.99",,"44.99"
"1044","BL1305G","200DUVSETGRP240220","79.99","69.99","99.99","74.99","99.99","74.99","79.99","74.99",,"74.99"
"1045","BL1101A","200FITTEDBLK-S","22.99","14.99","29.99","16.99","29.99","16.99","22.99","17.99",,"17.99"
"1046","BL1101B","200FITTEDBLK-D","28.99","19.99","39.99","22.99","39.99","22.99","28.99","23.99",,"23.99"
"1047","BL1101C","200FITTEDBLK-K","32.99","21.99","44.99","24.99","44.99","24.99","32.99","24.99",,"24.99"
"1048","BL1101D","200FITTEDBLK-SK","39.99","24.99","54.99","29.99","54.99","29.99","39.99","29.99",,"29.99"
"1049","BL1101E","200FITTEDBLKSD","27.99","18.49","34.99","21.99","34.99","21.99","27.99","21.99",,"21.99"
"1050","BL1102A","200FITTEDBLU-S","22.99","14.99","29.99","16.99","29.99","16.99","22.99","17.99",,"17.99"
"1051","BL1102B","200FITTEDBLU-D","28.99","19.99","39.99","22.99","39.99","22.99","28.99","23.99",,"23.99"
"1052","BL1102C","200FITTEDBLU-K","32.99","21.99","44.99","24.99","44.99","24.99","32.99","24.99",,"24.99"
